Date,Time,sk-nor-101-sip1.ad.ic.ac.uk_Device_1
18/01/01,24:00:00,1561.0
18/01/02,24:00:00,2737.0
18/01/03,24:00:00,2834.0
18/01/04,24:00:00,2826.0
18/01/05,24:00:00,2759.0
18/01/06,24:00:00,2765.0
18/01/07,24:00:00,2763.0
18/01/08,24:00:00,3043.0
18/01/09,24:00:00,2952.0
18/01/10,24:00:00,3030.0
18/01/11,24:00:00,2978.0
18/01/12,24:00:00,3088.0
18/01/13,24:00:00,2882.0
18/01/14,24:00:00,2988.0
18/01/15,24:00:00,3001.0
18/01/16,24:00:00,3087.0
18/01/17,24:00:00,3079.0
18/01/18,24:00:00,3029.0
18/01/19,24:00:00,2996.0
18/01/20,24:00:00,2876.0
18/01/21,24:00:00,3046.0
18/01/22,24:00:00,3001.0
18/01/23,24:00:00,3082.0
18/01/24,24:00:00,3242.0
18/01/25,24:00:00,3114.0
18/01/26,24:00:00,3060.0
18/01/27,24:00:00,2938.0
18/01/28,24:00:00,2893.0
18/01/29,24:00:00,3025.0
18/01/30,24:00:00,3053.0
18/01/31,24:00:00,3085.0
18/02/01,24:00:00,2982.0
18/02/02,24:00:00,3017.0
18/02/03,24:00:00,2844.0
18/02/04,24:00:00,3015.0
18/02/05,24:00:00,3103.0
18/02/06,24:00:00,3088.0
18/02/07,24:00:00,3201.0
18/02/08,24:00:00,3291.0
18/02/09,24:00:00,3062.0
18/02/10,24:00:00,2918.0
18/02/11,24:00:00,2857.0
18/02/12,24:00:00,3234.0
18/02/13,24:00:00,3105.0
18/02/14,24:00:00,3088.0
18/02/15,24:00:00,2986.0
18/02/16,24:00:00,3019.0
18/02/17,24:00:00,2799.0
18/02/18,24:00:00,2853.0
18/02/19,24:00:00,3016.0
18/02/20,24:00:00,2919.0
18/02/21,24:00:00,2986.0
18/02/22,24:00:00,3080.0
18/02/23,24:00:00,2982.0
18/02/24,24:00:00,2818.0
18/02/25,24:00:00,2884.0
18/02/26,24:00:00,3152.0
18/02/27,24:00:00,3040.0
18/02/28,24:00:00,3132.0
18/03/01,24:00:00,3266.0
18/03/02,24:00:00,3052.0
18/03/03,24:00:00,2935.0
18/03/04,24:00:00,2841.0
18/03/05,24:00:00,3023.0
18/03/06,24:00:00,2933.0
18/03/07,24:00:00,2932.0
18/03/08,24:00:00,2957.0
18/03/09,24:00:00,3041.0
18/03/10,24:00:00,2845.0
18/03/11,24:00:00,2840.0
18/03/12,24:00:00,2868.0
18/03/13,24:00:00,2975.0
18/03/14,24:00:00,2995.0
18/03/15,24:00:00,2949.0
18/03/16,24:00:00,3051.0
18/03/17,24:00:00,2932.0
18/03/18,24:00:00,2894.0
18/03/19,24:00:00,3142.0
18/03/20,24:00:00,3069.0
18/03/21,24:00:00,3049.0
18/03/22,24:00:00,3102.0
18/03/23,24:00:00,3046.0
18/03/24,24:00:00,2727.0
18/03/25,24:00:00,2678.0
18/03/26,24:00:00,2989.0
18/03/27,24:00:00,2948.0
18/03/28,24:00:00,2979.0
18/03/29,24:00:00,1955.0
18/03/30,24:00:00,1632.0
18/03/31,24:00:00,1593.0
18/04/01,24:00:00,1590.0
18/04/02,24:00:00,1650.0
18/04/03,24:00:00,1780.0
18/04/04,24:00:00,2824.0
18/04/05,24:00:00,2975.0
18/04/06,24:00:00,2973.0
18/04/07,24:00:00,2792.0
18/04/08,24:00:00,2797.0
18/04/09,24:00:00,2966.0
18/04/10,24:00:00,3021.0
18/04/11,24:00:00,2868.0
18/04/12,24:00:00,2882.0
18/04/13,24:00:00,2927.0
18/04/14,24:00:00,2752.0
18/04/15,24:00:00,2704.0
18/04/16,24:00:00,2974.0
18/04/17,24:00:00,3041.0
18/04/18,24:00:00,3161.0
18/04/19,24:00:00,3212.0
18/04/20,24:00:00,3189.0
18/04/21,24:00:00,2866.0
18/04/22,24:00:00,2564.0
18/04/23,24:00:00,2771.0
18/04/24,24:00:00,2845.0
18/04/25,24:00:00,2817.0
18/04/26,24:00:00,2828.0
18/04/27,24:00:00,2740.0
18/04/28,24:00:00,2773.0
18/04/29,24:00:00,2718.0
18/04/30,24:00:00,2921.0
18/05/01,24:00:00,2928.0
18/05/02,24:00:00,2954.0
18/05/03,24:00:00,2981.0
18/05/04,24:00:00,2945.0
18/05/05,24:00:00,2832.0
18/05/06,24:00:00,2778.0
18/05/07,24:00:00,2602.0
18/05/08,24:00:00,2903.0
18/05/09,24:00:00,2913.0
18/05/10,24:00:00,3066.0
18/05/11,24:00:00,3267.0
18/05/12,24:00:00,3058.0
18/05/13,24:00:00,2975.0
18/05/14,24:00:00,3180.0
18/05/15,24:00:00,3268.0
18/05/16,24:00:00,3183.0
18/05/17,24:00:00,3153.0
18/05/18,24:00:00,3168.0
18/05/19,24:00:00,3066.0
18/05/20,24:00:00,3101.0
18/05/21,24:00:00,3286.0
18/05/22,24:00:00,3245.0
18/05/23,24:00:00,3189.0
18/05/24,24:00:00,3033.0
18/05/25,24:00:00,3028.0
18/05/26,24:00:00,3031.0
18/05/27,24:00:00,3127.0
18/05/28,24:00:00,2940.0
18/05/29,24:00:00,3004.0
18/05/30,24:00:00,3045.0
18/05/31,24:00:00,3216.0
18/06/01,24:00:00,3218.0
18/06/02,24:00:00,2992.0
18/06/03,24:00:00,3010.0
18/06/04,24:00:00,3071.0
18/06/05,24:00:00,2964.0
18/06/06,24:00:00,3030.0
18/06/07,24:00:00,3069.0
18/06/08,24:00:00,3085.0
18/06/09,24:00:00,2918.0
18/06/10,24:00:00,2981.0
18/06/11,24:00:00,3076.0
18/06/12,24:00:00,2990.0
18/06/13,24:00:00,3026.0
18/06/14,24:00:00,3029.0
18/06/15,24:00:00,3014.0
18/06/16,24:00:00,2755.0
18/06/17,24:00:00,2833.0
18/06/18,24:00:00,3086.0
18/06/19,24:00:00,3218.0
18/06/20,24:00:00,3176.0
18/06/21,24:00:00,3028.0
18/06/22,24:00:00,3050.0
18/06/23,24:00:00,2937.0
18/06/24,24:00:00,2947.0
18/06/25,24:00:00,3198.0
18/06/26,24:00:00,3209.0
18/06/27,24:00:00,3143.0
18/06/28,24:00:00,3184.0
18/06/29,24:00:00,3249.0
18/06/30,24:00:00,2990.0
18/07/01,24:00:00,3047.0
18/07/02,24:00:00,3154.0
18/07/03,24:00:00,3196.0
18/07/04,24:00:00,3223.0
18/07/05,24:00:00,3387.0
18/07/06,24:00:00,3410.0
18/07/07,24:00:00,3237.0
18/07/08,24:00:00,3348.0
18/07/09,24:00:00,3376.0
18/07/10,24:00:00,3180.0
18/07/11,24:00:00,3139.0
18/07/12,24:00:00,2927.0
18/07/13,24:00:00,2792.0
18/07/14,24:00:00,2520.0
18/07/15,24:00:00,2505.0
18/07/16,24:00:00,3163.0
18/07/17,24:00:00,3194.0
18/07/18,24:00:00,3198.0
18/07/19,24:00:00,3249.0
18/07/20,24:00:00,3219.0
18/07/21,24:00:00,3066.0
18/07/22,24:00:00,3101.0
18/07/23,24:00:00,3381.0
18/07/24,24:00:00,3385.0
18/07/25,24:00:00,3224.0
18/07/26,24:00:00,3453.0
18/07/27,24:00:00,3394.0
18/07/28,24:00:00,2972.0
18/07/29,24:00:00,2983.0
18/07/30,24:00:00,3184.0
18/07/31,24:00:00,3017.0
18/08/01,24:00:00,3102.0
18/08/02,24:00:00,3255.0
18/08/03,24:00:00,3427.0
18/08/04,24:00:00,3186.0
18/08/05,24:00:00,3118.0
18/08/06,24:00:00,3393.0
18/08/07,24:00:00,3461.0
18/08/08,24:00:00,3169.0
18/08/09,24:00:00,3140.0
18/08/10,24:00:00,3045.0
18/08/11,24:00:00,2881.0
18/08/12,24:00:00,3030.0
18/08/13,24:00:00,3333.0
18/08/14,24:00:00,3285.0
18/08/15,24:00:00,3359.0
18/08/16,24:00:00,3297.0
18/08/17,24:00:00,3222.0
18/08/18,24:00:00,3061.0
18/08/19,24:00:00,3153.0
18/08/20,24:00:00,3365.0
18/08/21,24:00:00,3375.0
18/08/22,24:00:00,3328.0
18/08/23,24:00:00,3211.0
18/08/24,24:00:00,2970.0
18/08/25,24:00:00,2707.0
18/08/26,24:00:00,2856.0
18/08/27,24:00:00,2696.0
18/08/28,24:00:00,3137.0
18/08/29,24:00:00,3113.0
18/08/30,24:00:00,3133.0
18/08/31,24:00:00,3228.0
18/09/01,24:00:00,2926.0
18/09/02,24:00:00,2945.0
18/09/03,24:00:00,3250.0
18/09/04,24:00:00,3313.0
18/09/05,24:00:00,3216.0
18/09/06,24:00:00,3089.0
18/09/07,24:00:00,3110.0
18/09/08,24:00:00,2995.0
18/09/09,24:00:00,3087.0
18/09/10,24:00:00,3105.0
18/09/11,24:00:00,3224.0
18/09/12,24:00:00,2859.0
18/09/13,24:00:00,2926.0
18/09/14,24:00:00,2927.0
18/09/15,24:00:00,2909.0
18/09/16,24:00:00,2931.0
18/09/17,24:00:00,3312.0
18/09/18,24:00:00,3272.0
18/09/19,24:00:00,3274.0
18/09/20,24:00:00,3273.0
18/09/21,24:00:00,2972.0
18/09/22,24:00:00,2644.0
18/09/23,24:00:00,2625.0
18/09/24,24:00:00,2859.0
18/09/25,24:00:00,2904.0
18/09/26,24:00:00,2964.0
18/09/27,24:00:00,3176.0
18/09/28,24:00:00,3052.0
18/09/29,24:00:00,2972.0
18/09/30,24:00:00,2931.0
18/10/01,24:00:00,3117.0
18/10/02,24:00:00,3293.0
18/10/03,24:00:00,3287.0
18/10/04,24:00:00,3240.0
18/10/05,24:00:00,3217.0
18/10/06,24:00:00,2910.0
18/10/07,24:00:00,2890.0
18/10/08,24:00:00,3005.0
18/10/09,24:00:00,3253.0
18/10/10,24:00:00,3396.0
18/10/11,24:00:00,3406.0
18/10/12,24:00:00,3371.0
18/10/13,24:00:00,3296.0
18/10/14,24:00:00,2758.0
18/10/15,24:00:00,2912.0
18/10/16,24:00:00,2980.0
18/10/17,24:00:00,3341.0
18/10/18,24:00:00,3252.0
18/10/19,24:00:00,3209.0
18/10/20,24:00:00,3072.0
18/10/21,24:00:00,3137.0
18/10/22,24:00:00,3177.0
18/10/23,24:00:00,3171.0
18/10/24,24:00:00,3273.0
18/10/25,24:00:00,3144.0
18/10/26,24:00:00,3110.0
18/10/27,24:00:00,2970.0
18/10/28,24:00:00,1.0002769E7
18/10/29,24:00:00,3068.0
18/10/30,24:00:00,3079.0
18/10/31,24:00:00,3144.0
18/11/01,24:00:00,3123.0
18/11/02,24:00:00,3012.0
18/11/03,24:00:00,2880.0
18/11/04,24:00:00,2898.0
18/11/05,24:00:00,3150.0
18/11/06,24:00:00,3223.0
18/11/07,24:00:00,3303.0
18/11/08,24:00:00,3111.0
18/11/09,24:00:00,3090.0
18/11/10,24:00:00,2933.0
18/11/11,24:00:00,2898.0
18/11/12,24:00:00,3056.0
18/11/13,24:00:00,3088.0
18/11/14,24:00:00,3132.0
18/11/15,24:00:00,3153.0
18/11/16,24:00:00,3062.0
18/11/17,24:00:00,2916.0
18/11/18,24:00:00,2916.0
18/11/19,24:00:00,3032.0
18/11/20,24:00:00,3015.0
18/11/21,24:00:00,2949.0
18/11/22,24:00:00,2901.0
18/11/23,24:00:00,2821.0
18/11/24,24:00:00,2596.0
18/11/25,24:00:00,2489.0
18/11/26,24:00:00,2903.0
18/11/27,24:00:00,2895.0
18/11/28,24:00:00,3002.0
18/11/29,24:00:00,2982.0
18/11/30,24:00:00,2828.0
18/12/01,24:00:00,2801.0
18/12/02,24:00:00,2763.0
18/12/03,24:00:00,2846.0
18/12/04,24:00:00,2859.0
18/12/05,24:00:00,2842.0
18/12/06,24:00:00,2911.0
18/12/07,24:00:00,3014.0
18/12/08,24:00:00,2920.0
18/12/09,24:00:00,2834.0
18/12/10,24:00:00,2940.0
18/12/11,24:00:00,3010.0
18/12/12,24:00:00,3053.0
18/12/13,24:00:00,2958.0
18/12/14,24:00:00,3136.0
18/12/15,24:00:00,2649.0
18/12/16,24:00:00,2650.0
18/12/17,24:00:00,2914.0
18/12/18,24:00:00,3025.0
18/12/19,24:00:00,2956.0
18/12/20,24:00:00,2875.0
18/12/21,24:00:00,2913.0
18/12/22,24:00:00,1822.0
18/12/23,24:00:00,1755.0
18/12/24,24:00:00,1729.0
18/12/25,24:00:00,1716.0
18/12/26,24:00:00,1686.0
18/12/27,24:00:00,1800.0
18/12/28,24:00:00,1866.0
18/12/29,24:00:00,1888.0
18/12/30,24:00:00,1812.0
18/12/31,24:00:00,1870.0
